Canonical_SMILES,Temperature (K),log_visc
CC(C)C1CCCC1,293.1,-0.148741651
CC(C)C1CCCC1,298.15,-0.187086643
CC(C)C1CCCC1,313.1,-0.251811973
CC(C)C1CCCCC1,298.15,-0.008773924
CC(C)C=O,301.35,-0.269056307
CC(C)CBr,273.49,-0.086186148
CC(C)CBr,280.55,-0.127843727
CC(C)CBr,289.23,-0.174573882
CC(C)CBr,296.86,-0.21395879
CC(C)CBr,297.15,-0.214670165
CC(C)CBr,305.32,-0.254925208
CC(C)CBr,313.49,-0.292429824
CC(C)CBr,321.54,-0.327902142
CC(C)CBr,329.29,-0.361510743
CC(C)CBr,337.32,-0.393618635
CC(C)CBr,345.72,-0.428291168
CC(C)CBr,353.33,-0.458420756
CC(C)CBr,361.08,-0.490797478
CC(C)CC(=O)CC(C)C,294.26,-0.04769199
CC(C)CC(=O)CC(C)C,298.15,-0.075720714
CC(C)CC(=O)O,288.15,0.4363217
CC(C)CC(=O)O,298.15,0.301029996
CC(C)CC(C)C,293.1,-0.30980392
CC(C)CC(C)C,293.15,-0.442492798
CC(C)CC(C)C,322.15,-0.443
CC(C)CC1CCCC1,298.15,-0.301029996
CC(C)CC1CCCCC1,298.15,0.049218023
CC(C)CC=O,293.15,-0.236572006
CC(C)CC=O,298.15,-0.27572413
CC(C)CCC#N,293.15,-0.008773924
CC(C)CCC#N,303.15,-0.074172425
CC(C)CCC(C)C,273.1,-0.431798276
CC(C)CCC(C)C,293.1,-0.522878745
CC(C)CCC(C)C,313.1,-0.602059991
CC(C)CCCC(C)CCCC(C)CCCC(C)C,298.15,0.698970004
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,303.15,1.352259719
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,313.15,1.178084433
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,323.15,1.026574118
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,333.15,0.893595334
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,343.15,0.776265218
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,353.15,0.671543085
CC(C)CCCCC(C)C,298.15,-0.082074578
CC(C)CCCCC(C)C,308.15,-0.173795577
CC(C)CCCCC(C)C,323.15,-0.256490235
CC(C)CCCCC(C)C,338.15,-0.329197716
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,333.1,1.278753601
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,353.1,0.953276337
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,318.1,1.323045735
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,329,1.140193679
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,338.9,0.996073654
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,348.7,0.86923172
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,358.6,0.756636108
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,368.5,0.655138435
CC(C)CCCCCO,288.15,1.025305865
CC(C)CCN,298.15,-0.140561465
CC(C)CCNc1ccccc1,328.15,0.235528447
CC(C)CCO,273.39,0.927421695
CC(C)CCO,285.06,0.750114806
CC(C)CCO,288.15,0.682145076
CC(C)CCO,296.98,0.586958434
CC(C)CCO,297.15,0.586587305
CC(C)CCO,303.15,0.471291711
CC(C)CCO,307.4,0.451832471
CC(C)CCO,320.81,0.293450952
CC(C)CCO,331.89,0.171638709
CC(C)CCO,344.2,0.049605613
CC(C)CCO,355.02,-0.051195954
CC(C)CCO,368.09,-0.162916849
CC(C)CCO,377.73,-0.237021509
CC(C)CCO,390.75,-0.332173621
CC(C)CCO,401.25,-0.400772137
CC(C)CCOC(=O)CCCCCCCCC(=O)OCCC(C)C,298.15,1.071882007
CC(C)CCOC=O,293.15,-0.100179498
CC(C)CCOC=O,298.15,-0.30980392
CC(C)CCOCCC(C)C,284.15,0.146128036
CC(C)CCOCCC(C)C,293.15,0.005180513
CC(C)CCl,273.5,-0.235375602
CC(C)CCl,279.12,-0.267525823
CC(C)CCl,285.1,-0.299729063
CC(C)CCl,291.84,-0.333762904
CC(C)CCl,292.15,-0.337242168
CC(C)CCl,293.15,-0.335358024
CC(C)CCl,296.62,-0.357931373
CC(C)CCl,302.61,-0.387004344
CC(C)CCl,310.47,-0.423889106
CC(C)CCl,313.15,-0.428291168
CC(C)CCl,315.58,-0.446723954
CC(C)CCl,321.86,-0.473789996
CC(C)CCl,326.89,-0.495257364
CC(C)CCl,333.41,-0.521866572
CC(C)CCl,338.45,-0.541060138
CC(C)CI,273.6,0.062205809
CC(C)CI,284.38,-0.009661145
CC(C)CI,295.59,-0.073657553
CC(C)CI,298.15,-0.075720714
CC(C)CI,306.99,-0.131355562
CC(C)CI,313.15,-0.156767222
CC(C)CI,317.71,-0.181774106
CC(C)CI,327.8,-0.226945307
CC(C)CI,338.26,-0.27083521
CC(C)CI,350.48,-0.318758763
CC(C)CI,359.98,-0.354577731
CC(C)CI,370.99,-0.394694954
CC(C)CI,382.35,-0.434152181
CC(C)CI,389.22,-0.457174573
CC(C)CO,273.6,0.898236874
CC(C)CO,283.05,0.746128005
CC(C)CO,288.15,0.672097858
CC(C)CO,291.95,0.59439255
CC(C)CO,300.92,0.48654382
CC(C)CO,303.15,0.458788882
CC(C)CO,311.31,0.350092885
CC(C)CO,320.59,0.235957479
CC(C)CO,329.63,0.13261185
CC(C)CO,329.74,0.130398104
CC(C)CO,339.1,0.029261996
CC(C)CO,347.76,-0.058091226
CC(C)CO,357.1,-0.144299169
CC(C)CO,367,-0.231806038
CC(C)CO,378.22,-0.323032186
CC(C)COC=O,298.15,-0.207608311
CC(C)COCC(C)C,293.15,-0.125460203
CC(C)Cc1ccccc1,298.15,-0.091514981
CC(C)Cl,273.42,-0.397940009
CC(C)Cl,279.83,-0.430158101
CC(C)Cl,284.17,-0.450996738
CC(C)Cl,288.15,-0.474955193
CC(C)Cl,289.62,-0.476123524
CC(C)Cl,301.37,-0.528414946
CC(C)Cl,303.15,-0.524328812
CC(C)Cl,306.17,-0.548367053
CC(C)I,282.33,-0.106793247
CC(C)I,288.15,-0.135488919
CC(C)I,289.07,-0.141462802
CC(C)I,293.96,-0.13667714
CC(C)I,296.58,-0.177831921
CC(C)I,303.15,-0.207608311
CC(C)I,305.84,-0.221125528
CC(C)I,311.98,-0.218244625
CC(C)I,313.82,-0.255707017
CC(C)I,319.32,-0.248720896
CC(C)I,322.58,-0.293282218
CC(C)I,328.74,-0.287350298
CC(C)I,330.16,-0.32330639
CC(C)I,338.59,-0.356547324
CC(C)I,344.64,-0.378823718
CC(C)I,353.6,-0.411168274
CC(C)I,357.03,-0.391473966
CC(C)I,361.87,-0.442492798
CC(C)I,372.04,-0.441291429
CC(C)N,291.15,-0.419
CC(C)O,273.51,0.653386197
CC(C)O,280.36,0.551059445
CC(C)O,283.15,0.521007252
CC(C)O,287.56,0.449586381
CC(C)O,295.37,0.346431219
CC(C)O,303.7,0.237418056
CC(C)O,311.07,0.147769046
CC(C)O,313.15,0.138302698
CC(C)O,318.3,0.06460772
CC(C)O,325.12,-0.010105436
CC(C)O,332.54,-0.088469538
CC(C)O,339.75,-0.159705668
CC(C)O,345.17,-0.211760903
CC(C)O,351.24,-0.26704363
CC(C)OC(=O)Cl,293.15,-0.187086643
CC(C)OC(C)C,266.48,-0.563837353
CC(C)OC(C)COC(C)COC(C)CO,298.15,0.886490725
CC(C)OC=O,293.15,-0.248028425
CC(C)OC=O,298.15,-0.468521083
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,308.05,1.39880773
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,310.95,1.308777774
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,316.55,1.136086097
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,328.75,0.797959644
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,347.75,0.392696953
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,355.35,0.267171728
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,372.15,0.017033339
CC(C)c1ccccc1,322.15,-0.131
CC(CC=O)CC(C)(C)C,293.15,0.146128036
CC(CCl)OC(C)CCl,293.15,0.361727836
CC(CO)C(F)(F)F,298.15,0.521138084
CC(CO)c1ccccc1,298.15,1.193124598
CC(Cl)(Cl)Cl,288.15,-0.04431225
CC(Cl)(Cl)Cl,293.15,-0.065501549
CC(Cl)(Cl)Cl,303.15,-0.139661993
CC(Cl)CCl,298.15,-0.15490196
CC(Cl)Cl,273.15,0.051152522
CC(Cl)Cl,280.21,-0.245193145
CC(Cl)Cl,284.39,-0.266561973
CC(Cl)Cl,288.15,-0.296708622
CC(Cl)Cl,288.49,-0.287687091
CC(Cl)Cl,292.15,-0.30980392
CC(Cl)Cl,292.46,-0.306800855
CC(Cl)Cl,296.37,-0.324588306
CC(Cl)Cl,301,-0.346208813
CC(Cl)Cl,304.7,-0.362810578
CC(Cl)Cl,308.76,-0.380906669
CC(Cl)Cl,313.33,-0.400553624
CC(Cl)Cl,316.89,-0.416121402
CC(Cl)Cl,321.1,-0.432385557
CC(Cl)Cl,327.69,-0.458920232
CC(F)(Cl)Cl,298.15,-0.388276692
CC(F)(F)Cl,252.25,-0.343901798
CC(F)Cl,324.15,-0.251
CC(F)F,283.15,-0.580044252
CC(N)=O,364.25,0.338854746
CC(N)=O,367.15,0.212187604
CC(O)C#N,303.15,0.303196057
CC(O)CNCC(C)O,315.55,2.270934913
CC(O)CNCC(C)O,323.15,2.099162493
CC(O)COC(C)(C)C,298.15,0.51851394
CC(O)COc1ccccc1,298.15,1.356025857
CC(O)SC(C)O,298.15,1.423900919
CC12CCC(CC1)C(C)(C)O2,298.15,0.362
CC12CCC(CC1)C(C)(C)O2,303.15,0.366329551
CC12CCC(CC1)C(C)(C)O2,308.15,0.323499608
CC12CCC(CC1)C(C)(C)O2,313.15,0.275196142
CC1=CC(=O)CC(C)(C)C1,293.15,0.418301291
CC1=CCC2CC1C2(C)C,293.15,0.230448921
CC1=CCCCC1,298.15,-0.37675071
CC1C=CCC1,298.15,-0.537602002
CC1CC(C)CC(C)C1,303.15,-0.20481541
CC1CCC(C(C)C)C(=O)C1,298.15,0.36361198
CC1CCCC(C)C1,298.15,-0.167491087
CC1CCCC1,253.1,-0.065501549
CC1CCCC1,263.1,-0.13076828
CC1CCCC1,273.1,-0.187086643
CC1CCCC1,283.1,-0.244125144
CC1CCCC1,288.1,-0.27572413
CC1CCCC1,288.15,-0.263603498
CC1CCCC1,293.1,-0.292429824
CC1CCCC1,293.15,-0.283162277
CC1CCCC1,298.1,-0.318758763
CC1CCCC1,303.1,-0.346787486
CC1CCCC1,303.15,-0.341035157
CC1CCCC1,313.1,-0.397940009
CC1CCCC1,323.1,-0.443697499
CC1CCCC1,333.1,-0.48148606
CC1CCCC1,343.1,-0.522878745
CC1CCCC1,353.1,-0.568636236
CC1CCCCC1,273.1,-0.004364805
CC1CCCCC1,288.15,-0.107905397
CC1CCCCC1,293.1,-0.13667714
CC1CCCCC1,298.1,-0.167491087
CC1CCCCC1,303.15,-0.202732459
CC1CCCCC1,313.1,-0.251811973
CC1CCCCC1=O,293.15,0.245512668
CC1CCCCC1=O,363.15,-0.161150909
CC1CCCCC1C,298.15,-0.113509275
CC1CCCCC1O,312.25,0.843232778
CC1CCCCC1O,339.05,0.408239965
CC1CCCCC1O,363.15,0.100370545
CC1CCCO1,273.15,-0.221125528
CC1CCCO1,283.15,-0.27083521
CC1CCCO1,298.15,-0.325
CC1CN1,298.15,-0.308918508
CC1CO1,293.15,-0.485452247
CC1COC(=O)O1,298.15,0.397940009
CC1OC(C)OC(C)O1,288.15,0.117271296
CC1OC(C)OC(C)O1,293.15,0.068185862
CC=C(C)C,273.35,-0.597051171
CC=C(C)C,278.61,-0.618704377
CC=C(C)C,283.36,-0.637140697
CC=C(C)C,288.97,-0.65915945
CC=C(C)C,293.15,-0.677780705
CC=C(C)C,293.18,-0.674895017
CC=C(C)C,298.9,-0.69572495
CC=C(C)C,303.84,-0.714217726
CC=C(C)C,305.74,-0.720561212
CC=C(CC)[N+](=O)[O-],303.15,-0.031517051
CC=Cc1ccc(O)c(OC)c1,293.15,0.873669293
CC=O,273.15,-0.553307534
CC=O,282.65,-0.596879479
CC=O,283.15,-0.592269272
CCBr,273.49,-0.322484295
CCBr,278.33,-0.344381416
CCBr,282.82,-0.363813105
CCBr,288.61,-0.388595362
CCBr,292.35,-0.400881435
CCBr,293.05,-0.401428337
CCBr,293.15,-0.397940009
CCBr,293.69,-0.408601449
CCBr,298.43,-0.427825686
CCBr,303.18,-0.445995679
CCBr,309.3,-0.469288162
CCBr,319.15,-0.517555208
CCBr,350.15,-0.631527162
CCC,240,-0.744727495
CCC,260,-0.853871964
CCC,270,-0.886056648
CCC,280,-0.920818754
CCC,290,-0.958607315
CCC#N,273.15,-0.266802735
CCC#N,288.15,-0.342944147
CCC(=O)CC,273.61,-0.22811868
CCC(=O)CC,282.25,-0.275560277
CCC(=O)CC,291.85,-0.32348929
CCC(=O)CC,292.15,-0.327902142
CCC(=O)CC,293.15,-0.31884925
CCC(=O)CC,300.22,-0.363712748
CCC(=O)CC,309.36,-0.404614019
CCC(=O)CC,317.85,-0.440931666
CCC(=O)CC,326.59,-0.476383581
CCC(=O)CC,335.58,-0.511590311
CCC(=O)CC,345.35,-0.547600154
CCC(=O)CC,354.62,-0.581201709
CCC(=O)CC,364.12,-0.615109203
CCC(=O)CC,371.97,-0.642255675
CCC(=O)NC,293.15,0.782472624
CCC(=O)NC,303.15,0.660865478
CCC(=O)NC,313.15,0.551449998
CCC(=O)OC,273.53,-0.237471478
CCC(=O)OC,282.88,-0.288867928
CCC(=O)OC,289.94,-0.325598187
CCC(=O)OC,293.15,-0.336299075
CCC(=O)OC,296.61,-0.35971737
CCC(=O)OC,302.76,-0.387428046
CCC(=O)OC,303.15,-0.387216143
CCC(=O)OC,311.81,-0.426432227
CCC(=O)OC,318.74,-0.458795309
CCC(=O)OC,325.8,-0.487582451
CCC(=O)OC,333.52,-0.518844129
CCC(=O)OC,341.64,-0.550984684
CCC(=O)OC(=O)CC,273.62,0.201943063
CCC(=O)OC(=O)CC,287.85,0.086359831
CCC(=O)OC(=O)CC,298.15,0.025715384
CCC(=O)OC(=O)CC,303.12,-0.017728767
CCC(=O)OC(=O)CC,303.15,-0.009661145
CCC(=O)OC(=O)CC,318.01,-0.107905397
CCC(=O)OC(=O)CC,323.15,-0.124302238
CCC(=O)OC(=O)CC,332.67,-0.186419011
CCC(=O)OC(=O)CC,348.02,-0.260427656
CCC(=O)OC(=O)CC,368.02,-0.346787486
CCC(=O)OC(=O)CC,377.67,-0.385102784
CCC(=O)OC(=O)CC,392.72,-0.442492798
CCC(=O)OCC(C)C,298.15,-0.173925197
CCC(=O)OCC(COC(=O)CC)OC(=O)CC,298.15,0.892094603
CCC(C)(C)C,273.15,-0.321481621
CCC(C)(C)C,288.15,-0.401209493
CCC(C)(C)C,293.15,-0.425968732
CCC(C)(C)C(C)C,273.1,-0.236572006
CCC(C)(C)C(C)C,293.1,-0.346787486
CCC(C)(C)C(C)C,313.1,-0.443697499
CCC(C)(C)CC,293.1,-0.096910013
CCC(C)(C)O,273.64,1.139781517
CCC(C)(C)O,282.46,0.913993888
CCC(C)(C)O,288.15,0.738780558
CCC(C)(C)O,291.63,0.698778873
CCC(C)(C)O,291.65,0.698970004
CCC(C)(C)O,300.39,0.526894716
CCC(C)(C)O,303.15,0.44870632
CCC(C)(C)O,309.57,0.367765791
CCC(C)(C)O,313.15,0.2955671
CCC(C)(C)O,318.2,0.233884109
CCC(C)(C)O,323.15,0.146438135
CCC(C)(C)O,326.33,0.120541029
CCC(C)(C)O,336.1,-0.002482561
CCC(C)(C)O,343.15,-0.097997109
CCC(C)(C)O,345.06,-0.10067205
CCC(C)(C)O,354.21,-0.193820026
CCC(C)(C)O,358.15,-0.241845378
CCC(C)(C)O,363.09,-0.275642196
CCC(C)(C)O,368.85,-0.326242063
CCC(C)(C)O,369.85,-0.333201316
CCC(C)=O,273.47,-0.270754193
CCC(C)=O,280.19,-0.307770164
CCC(C)=O,287.25,-0.344669442
CCC(C)=O,293.15,-0.368556231
CCC(C)=O,294.46,-0.379863945
CCC(C)=O,301.51,-0.413300198
CCC(C)=O,308.57,-0.445389715
CCC(C)=O,313.15,-0.457174573
CCC(C)=O,315.64,-0.475993554
CCC(C)=O,321.87,-0.501827339
CCC(C)=O,329.07,-0.531062194
CCC(C)=O,336.89,-0.560667306
CCC(C)=O,343.41,-0.585862638
CCC(C)=O,349.4,-0.608183076
CCC(C)C,293.15,-0.669586227
CCC(C)C(=O)O,291.15,0.382
CCC(C)C(=O)O,293.15,0.312811826
CCC(C)C(C)(C)C,293.15,-0.223298816
CCC(C)C(C)(C)C,298.15,-0.244125144
CCC(C)C(C)C,293.15,-0.391473966
CCC(C)CC,288.15,-0.469800302
CCC(C)CC,293.14,-0.518414064
CCC(C)CC,303.15,-0.534617149
CCC(C)CCO,338.1,0.029383778
CCC(C)CCO,348.1,-0.075720714
CCC(C)CCO,358.1,-0.167491087
CCC(C)CCO,368.1,-0.251811973
CCC(C)CCO,378.1,-0.327902142
CCC(C)CCO,388.1,-0.397940009
CCC(C)CCO,398.1,-0.455931956
CCC(C)CO,291.15,0.74
CCC(C)COC(C)=O,293.15,-0.059483515
CCC(C)Cl,288.15,-0.35753548
CCC(C)N,273.15,-0.113509275
CCC(C)N,298.15,-0.243363892
CCC(C)N,323.15,-0.435333936
CCC(C)O,288.1,0.667452953
CCC(C)O,288.15,0.624282096
CCC(C)O,293.1,0.547774705
CCC(C)O,298.1,0.488550717
CCC(C)O,303.1,0.426511261
CCC(C)O,308.1,0.36361198
CCC(C)O,313.1,0.255272505
CCC(C)OC(C)=O,323.15,-0.307153081
CCC(C)OC(C)=O,348.15,-0.431798276
CCC(C)c1ccccc1,298.15,-0.013228266
CCC(CC)C(=O)O,293.15,0.51851394
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,293.15,1.012837225
CCC(CC)OC(=O)CCCCCCCC(=O)OC(CC)CC,298.15,0.991226076
CCC(O)(CC)CC,291.15,0.829
CCC(O)C(C)C,298.15,0.607455023
CCC(O)CC,288.15,0.865518519
CCC(O)CC,303.15,0.519302849
CCC(O)CO,293.1,0.951823035
CCC1CCCC1,253.1,-0.017728767
CCC1CCCC1,263.1,-0.080921908
CCC1CCCC1,273.1,-0.13667714
CCC1CCCC1,283.1,-0.193820026
CCC1CCCC1,293.1,-0.244125144
CCC1CCCC1,298.1,-0.26760624
CCC1CCCC1,303.1,-0.292429824
CCC1CCCC1,313.1,-0.337242168
CCC1CCCC1,323.1,-0.387216143
CCC1CCCC1,333.1,-0.420216403
CCC1CCCC1,343.1,-0.468521083
CCC1CCCC1,353.1,-0.494850022
CCC1CCCC1,363.1,-0.537602002
CCC1CCCC1,373.1,-0.568636236
CCC1CCCCC1,273.1,0.056904851
CCC1CCCCC1,293.1,-0.075720714
CCC1CCCCC1,313.1,-0.187086643
CCC1CO1,288.15,-0.377785977
CCC1CO1,298.15,-0.397940009
CCC1CO1,303.15,-0.446116973
CCC=C(C)[N+](=O)[O-],303.15,-0.060480747
CCC=O,273.15,-0.330683119
CCC=O,288.15,-0.447331784
CCC=O,299.85,-0.499351937
CCCBr,273.6,-0.192871044
CCCBr,281.01,-0.230327336
CCCBr,286.81,-0.257824957
CCCBr,288.15,-0.268411235
CCCBr,292.32,-0.283245643
CCCBr,298.59,-0.309538107
CCCBr,303.15,-0.338187314
CCCBr,305.03,-0.338376591
CCCBr,311.75,-0.366531544
CCCBr,318.79,-0.394479477
CCCBr,324.16,-0.415216621
CCCBr,330.52,-0.439734602
CCCBr,335.13,-0.45655282
CCCBr,341.01,-0.477816682
CCCBr,343.15,-0.4710833
CCCC,249.55,-0.576754126
CCCC,273.15,-0.684029655
CCCC,278.15,-0.657577319
CCCC,291.65,-0.754487332
CCCC,307.65,-0.815308569
CCCC#N,273.15,-0.096910013
CCCC#N,293.15,-0.22184875
CCCC#N,313.15,-0.301029996
CCCC#N,322.15,-0.288
CCCC(=O)CCC,298.15,-0.164309429
CCCC(=O)O,276.36,0.327971624
CCCC(=O)O,283.15,0.283301229
CCCC(=O)O,291.17,0.20167018
CCCC(=O)O,303.15,0.127428778
CCCC(=O)O,304.98,0.101403351
CCCC(=O)O,317.64,0.020775488
CCCC(=O)O,332.54,-0.065501549
CCCC(=O)O,346.51,-0.138465589
CCCC(=O)O,359.7,-0.202040356
CCCC(=O)O,374.7,-0.270025714
CCCC(=O)O,388.39,-0.327902142
CCCC(=O)O,403.41,-0.389339837
CCCC(=O)OC,273.1,-0.119186408
CCCC(=O)OC,273.47,-0.12199553
CCCC(=O)OC,273.5,-0.119186408
CCCC(=O)OC,283.1,-0.180456064
CCCC(=O)OC,293.1,-0.236572006
CCCC(=O)OC,293.15,-0.236572006
CCCC(=O)OC,293.5,-0.244125144
CCCC(=O)OC,293.53,-0.242072817
CCCC(=O)OC,298.1,-0.27572413
CCCC(=O)OC,303.1,-0.292429824
CCCC(=O)OC,303.79,-0.296794629
CCCC(=O)OC,303.8,-0.301029996
CCCC(=O)OC,313.15,-0.338187314
CCCC(=O)OC,313.73,-0.346498053
CCCC(=O)OC,323.45,-0.391687957
CCCC(=O)OC,333.35,-0.43568909
CCCC(=O)OC,344.65,-0.482144581
CCCC(=O)OC,352.6,-0.514704561
CCCC(=O)OC,363.78,-0.557990841
CCCC(=O)OC,371.43,-0.586365003
CCCC(=O)OC(=O)CCC,293.15,0.201397124
CCCC(=O)OCC,288.15,-0.112945622
CCCC(=O)OCC,343.15,-0.419075024
CCCC(=O)OCC(C)C,298.15,-0.075720714
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,298.15,0.939519253
CCCC(C(C)=O)C(=O)OCC,293.15,0.354876423
CCCC(C)(C)C,293.15,-0.299296283
CCCC(C)(C)C,298.15,-0.508638306
CCCC(C)=O,273.53,-0.193548677
CCCC(C)=O,282.55,-0.244735109
CCCC(C)=O,291.15,-0.292429824
CCCC(C)=O,291.45,-0.291664097
CCCC(C)=O,300.92,-0.337998121
CCCC(C)=O,308.58,-0.373249146
CCCC(C)=O,318.44,-0.416687848
CCCC(C)=O,327.09,-0.452840879
CCCC(C)=O,335.39,-0.486516043
CCCC(C)=O,345.89,-0.525783736
CCCC(C)=O,353.79,-0.554863031
CCCC(C)=O,363.21,-0.589391457
CCCC(C)=O,371.92,-0.619788758
CCCC(C)C,273.76,-0.433209088
CCCC(C)C,278.74,-0.457548053
CCCC(C)C,283.4,-0.479385478
CCCC(C)C,288.15,-0.48945499
CCCC(C)C,288.41,-0.502103257
CCCC(C)C,293.15,-0.508638306
CCCC(C)C,293.66,-0.524764777
CCCC(C)C,298.6,-0.546528766
CCCC(C)C,303.15,-0.552841969
CCCC(C)C,305.12,-0.573488739
CCCC(C)C,309.78,-0.59345982
CCCC(C)C,314.22,-0.610833916
CCCC(C)C,318.53,-0.628009089
CCCC(C)C,324.32,-0.650722473
CCCC(C)C,328.58,-0.66735959
CCCC(C)C(=O)O,293.15,0.457427693
CCCC(C)C=O,293.15,-0.251811973
CCCC(C)CC,293.15,-0.42945706
CCCC(C)CC,298.15,-0.455931956
CCCC(C)CC(C)(C)C,298.15,-0.283996656
CCCC(C)CC(C)CC(C)C,298.15,0.041392685
CCCC(C)O,288.15,0.710117365
CCCC(C)O,303.15,0.444044796
CCCC(CC)CC,298.15,-0.37675071
CCCC(CCC)C(=O)O,293.15,0.883207033
CCCC(O)CC,273.1,1.330616667
CCCC(O)CC,278.1,1.230704314
CCCC(O)CC,288.1,0.941014244
CCCC(O)CC,298.1,0.682145076
CCCC(O)CC,308.1,0.482873584
CCCC(O)CC,318.1,0.309630167
CCCC(O)CC,328.1,0.161368002
CCCC(O)CC,338.1,0.033423755
CCCC(O)CC,348.1,-0.075720714
CCCC(O)CC,358.1,-0.173925197
CCCC(O)CC,368.1,-0.259637311
CCCC(O)CC,378.1,-0.337242168
CCCC(O)CC,388.1,-0.408935393
CCCC(O)CC,398.1,-0.468521083
CCCC1CCCCC1,273.1,0.149219113
CCCC1CCCCC1,293.1,0.004321374
CCCC1CCCCC1,313.1,-0.119186408
CCCC=C(C)[N+](=O)[O-],303.15,0.056904851
CCCC=O,293.15,-0.346787486
CCCCC,253.3,-0.468521083
CCCCC,273.1,-0.568636236
CCCCC,273.89,-0.552067134
CCCCC,280.62,-0.581698709
CCCCC,286.31,-0.605373236
CCCCC,292.06,-0.628747371
CCCCC,293.1,-0.638272164
CCCCC,299.45,-0.65915945
CCCCC,303.56,-0.675717545
CCCCC,305.81,-0.684029655
CCCCC#N,288.15,-0.108462542
CCCCC#N,298.15,-0.16
CCCCC#N,303.15,-0.195860568
CCCCC(=O)CC,293.15,-0.075720714
CCCCC(=O)CC,298.15,-0.129
CCCCC(=O)O,288.15,0.372727941
CCCCC(=O)O,303.15,0.248953615
CCCCC(=O)O,363.15,-0.123205024
CCCCC(=O)OC,298.15,-0.207608311
CCCCC(=O)OCC,323.15,-0.27083521
CCCCC(=O)OCC(C)C,298.15,0.004321374
CCCCC(C)(C)C,273.1,-0.318758763
CCCCC(C)(C)C,293.1,-0.420216403
CCCCC(C)(C)C,313.1,-0.508638306
CCCCC(C)C,273.57,-0.323946875
CCCCC(C)C,280.85,-0.362210171
CCCCC(C)C,289.03,-0.402414498
CCCCC(C)C,293.15,-0.4225082
CCCCC(C)C,297.78,-0.442853858
CCCCC(C)C,305.46,-0.477164686
CCCCC(C)C,313.2,-0.509760515
CCCCC(C)C,322.16,-0.546834607
CCCCC(C)C,329.61,-0.576590272
CCCCC(C)C,337.07,-0.604848408
CCCCC(C)C,344.99,-0.635261445
CCCCC(C)C,353.81,-0.667763585
CCCCC(C)C,361.56,-0.696372024
CCCCC(C)CC(C)CC(C)C,298.15,0.146128036
CCCCC(C)O,278.1,1.163161375
CCCCC(C)O,288.1,0.904174368
CCCCC(C)O,298.1,0.766412847
CCCCC(C)O,308.1,0.598790507
CCCCC(C)O,318.1,0.442479769
CCCCC(C)O,328.1,0.305351369
CCCCC(C=O)CC,298.15,0.022304623
CCCCC(CC)CO,293.15,0.991226076
CCCCC(CC)COC(=O)C(F)(F)C(F)(F)F,291.15,0.768268016
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,291.3,1.16790781
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,293.15,1.136720567
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,298.1,1.053846427
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,308.2,0.909020854
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,310.9,0.869818208
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,319.1,0.771587481
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,327.6,0.67669361
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,328,0.672097858
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,337.9,0.574031268
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,348.7,0.477121255
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,358.6,0.396199347
